,real_price,predict_price,porcentaje_error
0,653600000,740758617.240481,0.13335161756499544
1,469913600,403377230.03378624,0.14159277357840624
2,608336157,524354022.46624017,0.13805218310204737
3,414460954,310933339.99188745,0.24978858203398469
4,207546300,195337689.82815564,0.0588235500794009
5,192172500,241122213.66358224,0.2547175775076155
6,409140000,335212125.7391886,0.1806908986185936
7,195000000,199688087.4602837,0.02404147415530101
8,195000000,242222183.30882144,0.2421650426093407
9,323035000,213787988.97233742,0.3381893944237082
10,272000000,228061710.23279557,0.1615378300264869
11,431000000,420996776.59485346,0.02320933504674371
12,549579600,451298712.75494605,0.17882921281112682
13,214000000,254236183.37441114,0.1880195484785567
14,245000000,259015106.6045777,0.05720451675337833
15,138364200,184077791.8179387,0.33038598002907316
16,320000000,320501291.5920791,0.0015665362252471969
17,531000000,487728461.83551526,0.08149065567699575
18,412736800,327617917.4745798,0.20623041736385073
19,476000000,469729018.19858897,0.013174331515569397
20,330000000,229112236.68357313,0.30572049489826325
21,460388054,593911452.6762807,0.2900235953478513
22,672997565,496756750.23693866,0.26187437210573167
23,538139000,439618830.5440108,0.18307569132880014
24,155161500,168963606.1932877,0.08895316295142609
25,463600000,412379568.9181065,0.1104841050083984
26,621464913,769093449.244332,0.23754926972736748
27,202690570,279744149.42929614,0.38015374582693284
28,2932849000,1809841192.536807,0.38290679385921095
29,612000000,560023594.1099269,0.08492876779423703
30,726900000,467769505.02133435,0.35648713024991835
31,434778000,380333702.05055016,0.12522321264978872
32,570775433,409917326.6697804,0.28182380850687316
33,253306000,353939848.1963963,0.39728173906814795
34,176836600,203624240.60802492,0.15148244542150735
35,680597400,570964987.0835958,0.16108262082165498
36,391400173,330086381.7953003,0.1566524376694634
37,744846000,477293426.2203017,0.3592052233343514
38,600400000,426750034.0160731,0.28922379411047117
39,207830000,220973127.36144122,0.06323979868854941
40,372998415,339263926.9992314,0.0904413709124437
41,397774000,289917420.8055481,0.2711503999619179
